Accuracy,F1,Enc Accuracy,Enc F1
0.9774770225229776,0.9764112689961566,0.9582870417129584,0.9558430450122954
0.96990203009797,0.9687674678591393,0.9526983806349528,0.9505890627747494
0.9755243578089756,0.9743698219636876,0.9529003804329528,0.9494416537168876
0.974043025956974,0.9726857264321396,0.9524627142039525,0.9502326237135204
0.968993031006969,0.9672835778480338,0.954011379321954,0.951772348538342
0.9746490253509746,0.9734232167437264,0.9496347170319496,0.9465828750981932
0.9790256876409792,0.9782464471524842,0.9507457159209508,0.9478858689844334
0.9721576945089722,0.970626886876221,0.9532033801299532,0.950268336314848
0.9782850217149784,0.97737239080863,0.956098710567956,0.9540067720090294
0.9677136989529675,0.9659458115833952,0.9514527152139516,0.9487197724039828
