Category,Proportion,F1,DR,Enc F1,Enc DR
Benign,0.9608057650270366,0.9978199448882068,0.9984346356990146,0.9973589639901335,0.9984607613897126
Exploits,0.013130288355942307,0.7424349049964813,0.6722956826509479,0.6982092365692742,0.5900908077106898
Generic,0.006810931796550606,0.7944505293902885,0.6683046683046683,0.7943288528816056,0.6624692874692875
Fuzzers,0.00915166664923492,0.6264488935721811,0.5435428571428571,0.5443381982888776,0.6180571428571429
Backdoor,0.0008743763792869022,0.0,0.0,0.0,0.0
DoS,0.0023742038050015165,0.0,0.0,0.008733624454148471,0.004405286343612335
Reconnaissance,0.005120749704531905,0.7380224260958207,0.7393790849673203,0.4950667440510737,0.34844771241830064
Shellcode,0.0006233592369078872,0.0,0.0,0.0,0.0
Worms,6.484609511457886e-05,0.0,0.0,0.0,0.0
Analysis,0.0010438129503927372,0.0,0.0,0.0,0.0
