Category,Proportion,F1,DR,Enc F1,Enc DR
Benign,0.9602807208375606,0.9978819474740425,0.9985927980011632,0.9972220858895706,0.9981244567786401
Exploits,0.012973402641955423,0.7370211242391692,0.663818123186069,0.6771743258640335,0.5749758142534667
Generic,0.0069092468439823865,0.8127433628318584,0.6951256433545262,0.8060128847530423,0.6818044202240388
Fuzzers,0.009304368744182155,0.6177754944772669,0.5406924460431655,0.569297212406753,0.6519784172661871
Backdoor,0.0009162125696834046,0.0,0.0,0.0,0.0
DoS,0.002497620566671199,0.0016722408026755853,0.0008375209380234506,0.0,0.0
Reconnaissance,0.005476357322902177,0.753372681281619,0.6825821237585944,0.4973778636489097,0.34415584415584416
Shellcode,0.000604532951229461,0.0,0.0,0.0,0.0
Worms,6.6937904634404e-05,0.0,0.0,0.0,0.0
Analysis,0.0009705996171988578,0.0,0.0,0.0,0.0
