Category,Proportion,F1,DR,Enc F1,Enc DR
Benign,0.9603162815993975,0.9978439462000779,0.9986037413632364,0.9976974032249444,0.9990589957393419
Exploits,0.01310309483218458,0.7190090172146827,0.6301085568326947,0.6852078815876309,0.5801404853128991
Generic,0.006896695986863436,0.7915987687850806,0.6630269942371854,0.7781765972720747,0.6575674855929633
Fuzzers,0.00921232912530985,0.5442668519805421,0.4445958219800182,0.3438735177865613,0.23705722070844687
Backdoor,0.0009141207601635795,0.0,0.0,0.0,0.0
DoS,0.0024787942809927728,0.00502092050209205,0.002531645569620253,0.0,0.0
Reconnaissance,0.005447071989624625,0.5272251308900523,0.3867127496159754,0.49076664801343034,0.33678955453149
Shellcode,0.0005480540941941827,0.0,0.0,0.0,0.0
Worms,7.530514271370449e-05,0.0,0.0,0.0,0.0
Analysis,0.0010082521885557102,0.0,0.0,0.0,0.0
