Accuracy,F1,Enc Accuracy,Enc F1
0.9976174289569192,0.970314576871954,0.997586051814122,0.9699212844706252
0.997629979814038,0.9701865642186144,0.9974354415286945,0.9678096938507588
0.9975546746713244,0.9693328786169628,0.9974249824810952,0.9677063931372808
0.997548399242765,0.9695821437840644,0.9975274811475668,0.9693241980691372
0.9975525828618046,0.9692993964838624,0.9974898285762098,0.96850228358444
0.9976278880045184,0.9701626059043308,0.9974814613381304,0.96835409767124
0.9976111535283596,0.96965026044435,0.9975316647666064,0.968642040924794
0.997655081528276,0.9706935766385192,0.9976237043854786,0.9702804520719966
0.9975337565761262,0.9692207283644432,0.997452176004853,0.9682481751824816
0.997629979814038,0.9702928760586276,0.997391513528778,0.9673260841084764
