Category,Proportion,F1,DR,Enc F1,Enc DR
Ninguno,0.9752042994508184,0.9984029845392259,0.9989930517703355,0.9979564844639685,0.9990934597134644
Exploits,0.0060709319859781055,0.7104923949471513,0.6350230414746544,0.6388812722785852,0.5368663594470046
Reconnaissance,0.0019024118665737842,0.7187293183322303,0.7985294117647059,0.45766129032258057,0.3338235294117647
DoS,0.0011750190940602785,0.009456264775413713,0.004761904761904762,0.004694835680751174,0.002380952380952381
Generic,0.00851888843193702,0.9580573951434879,0.9264367816091954,0.9585253456221198,0.9221674876847291
Shellcode,0.00019303885116704576,0.09523809523809525,0.057971014492753624,0.0,0.0
 Fuzzers,0.005617710335411998,0.4917395529640427,0.37798804780876494,0.3487698986975398,0.2400398406374502
Worms,4.196496764500994e-05,0.0,0.0,0.0,0.0
Backdoors,0.0006042955340881432,0.0,0.0,0.0,0.0
Analysis,0.0006714394823201591,0.0,0.0,0.0,0.0
 Reconnaissance ,0.0,0.0,0.0,0.0,0.0
Backdoor,0.0,0.0,0.0,0.0,0.0
 Fuzzers ,0.0,0.0,0.0,0.0,0.0
 Shellcode ,0.0,0.0,0.0,0.0,0.0
