Category,Proportion,F1,DR,Enc F1,Enc DR
Ninguno,0.9746475642133947,0.9983193277310924,0.9992709089813105,0.9977626709030973,0.9995436005040488
Exploits,0.006163254914797128,0.7150208282283753,0.6622787108488425,0.6579822616407982,0.5388107126645484
Reconnaissance,0.0021066413757794993,0.6819444444444445,0.6520584329349269,0.00788436268068331,0.00398406374501992
DoS,0.0013848439322853281,0.0,0.0,0.0,0.0
Generic,0.008474125799782342,0.9560608651051462,0.9230769230769231,0.9513734857532845,0.9204357873885771
Shellcode,0.00023780148332172303,0.0,0.0,0.0,0.0
 Fuzzers,0.005757593560895365,0.4397692568713947,0.31486880466472306,0.21497120921305182,0.1360544217687075
Worms,2.2381316077338637e-05,0.0,0.0,0.0,0.0
Backdoors,0.0006098908631074778,0.0,0.0,0.0,0.0
Analysis,0.0005959025405591412,0.0,0.0,0.0,0.0
 Reconnaissance ,0.0,0.0,0.0,0.0,0.0
Backdoor,0.0,0.0,0.0,0.0,0.0
 Fuzzers ,0.0,0.0,0.0,0.0,0.0
 Shellcode ,0.0,0.0,0.0,0.0,0.0
