Accuracy,F1,Enc Accuracy,Enc F1
0.9833604657193203,0.9813285082260409,0.9799196679934312,0.9771909089958267
0.9832907019815065,0.9811486126073357,0.9804609715861102,0.9787576743261756
0.9800431320202787,0.9785108408028363,0.9788463998916147,0.9770486659484786
0.9825826513420253,0.9804394891801151,0.9814637974494991,0.9793099120394094
0.9826091406180625,0.9809268807982346,0.9805345482787949,0.9786802773739423
0.9836206289300575,0.9818702868916757,0.9773700247044423,0.9752455261423897
0.983616285245183,0.9820773760341384,0.978829217755468,0.9763604606164561
0.9823730586641889,0.9801215341331017,0.97858565377462,0.9760613318551213
0.9825860721041934,0.9808871364173577,0.9783714651235801,0.9759651086172092
0.9821979065495063,0.9800127600380708,0.9804038671558418,0.9780464590894351
