Category,Proportion,F1,DR,Enc F1,Enc DR
Benign,0.9603413833136355,0.9978755518330453,0.9982051684179344,0.9973782567477743,0.9994445606147734
Exploits,0.013222327974814613,0.7305904630745395,0.6714127511469704,0.676687410244136,0.5590887517797817
Generic,0.00688205332022466,0.7966162706983441,0.672644376899696,0.7968040675503905,0.6668693009118541
Fuzzers,0.009287634268023554,0.6658932714617168,0.6463963963963963,0.2761973352538711,0.17274774774774776
Backdoor,0.00092248799824288,0.0,0.0,0.0,0.0
DoS,0.0024390499001160954,0.0017050298380221656,0.0008576329331046312,0.005128205128205129,0.002572898799313894
Reconnaissance,0.005329930656514418,0.7482736974262398,0.7017268445839875,0.47611336032388657,0.34615384615384615
Shellcode,0.0006254510464277123,0.0,0.0,0.0,0.0
Worms,4.392799991632762e-05,0.0,0.0,0.0,0.0
Analysis,0.000905753522084279,0.0,0.0,0.0,0.0
