Category,Proportion,F1,DR,Enc F1,Enc DR
Benign,0.9600213364571022,0.9977034657384568,0.9982154646655467,0.9976947992795293,0.9989127190086786
Exploits,0.013360387403123071,0.7145421903052065,0.6231407546578989,0.710204081632653,0.6265852512916862
Generic,0.007015929129493469,0.7992230266643122,0.6747167561121049,0.7975088967971531,0.6681574239713775
Fuzzers,0.00940895922017341,0.6773364485981308,0.6445086705202312,0.4707273802483738,0.3539350822587817
Backdoor,0.0009413142839213061,0.0,0.0,0.0,0.0
DoS,0.0023449184717239647,0.0017825311942959003,0.0008920606601248885,0.003555555555555556,0.001784121320249777
Reconnaissance,0.005342481513633369,0.7511093182734974,0.7290524667188724,0.4848147116188353,0.34064212999216914
Shellcode,0.000537595046595057,0.0,0.0,0.0,0.0
Worms,6.6937904634404e-05,0.0,0.0,0.0,0.0
Analysis,0.0009601405695997322,0.0,0.0,0.0,0.0
