Category,Proportion,F1,DR,Enc F1,Enc DR
BENIGN,0.775334565764503,0.9898774448162095,0.9850921839031911,0.9824210257945555,0.9854849950370637
DDoS,0.08443354286846444,0.9954104354252155,0.9926306603316203,0.970308497168265,0.9585571608649278
PortScan,0.05195532464300159,0.919535742706566,0.9650488496690829,0.9099524622135544,0.9410967538606997
Bot,0.0006942659202216411,0.5151515151515151,0.3608490566037736,0.0,0.0
Infiltration,1.473677660847823e-05,0.0,0.0,0.0,0.0
Web Attack � Brute Force,0.0005092375028040811,0.0,0.0,0.0,0.0
Web Attack � XSS,0.00021286455101135224,0.0,0.0,0.0,0.0
Web Attack � Sql Injection,1.1461937362149735e-05,0.0,0.0,0.0,0.0
FTP-Patator,0.0026264210755554537,0.9426374926079243,0.9937655860349127,0.8168110362528072,0.793640897755611
SSH-Patator,0.001922330637594827,0.907620263942103,0.9080068143100511,0.7631304347826087,0.934412265758092
DoS slowloris,0.0018601086919145856,0.8864468864468864,0.852112676056338,0.8193008370260955,0.7323943661971831
DoS Slowhttptest,0.00179624932661118,0.8956787429070274,0.935278030993619,0.7815442561205274,0.7566089334548769
DoS Hulk,0.07525908071987517,0.9749023271615423,0.9989556590226709,0.9148199757270643,0.885601148775075
DoS GoldenEye,0.0033648973256025297,0.9673428995546758,0.9513381995133819,0.7818648417450814,0.6671532846715329
Heartbleed,4.912258869492744e-06,0.7499999999999999,1.0,0.0,0.0
