Category,Proportion,F1,DR,Enc F1,Enc DR
BENIGN,0.7754016999690527,0.988742734716163,0.9809376392405464,0.9821535106343939,0.9891099374724158
DDoS,0.08453997514397012,0.9959508666310628,0.9932984698818517,0.9616323649092532,0.9497772612822003
PortScan,0.05157216845118115,0.9040568509110908,0.9916179832359665,0.8926282567389134,0.8800165100330201
Bot,0.0006238568764255785,0.5058365758754864,0.34120734908136485,0.00516795865633075,0.0026246719160104987
Infiltration,1.637419623164248e-05,0.0,0.0,0.0,0.0
Web Attack � Brute Force,0.0004928633065724386,0.0,0.0,0.0,0.0
Web Attack � XSS,0.00019976519402603826,0.0,0.0,0.0,0.0
Web Attack � Sql Injection,6.5496784926569914e-06,0.0,0.0,0.0,0.0
FTP-Patator,0.002629695914801782,0.9937539038101185,0.9906600249066002,0.8575206611570247,0.8075965130759651
SSH-Patator,0.0018404596564366147,0.962865880297073,0.9804270462633452,0.849809885931559,0.7953736654804271
DoS slowloris,0.0019059564413631846,0.9516629711751663,0.9218213058419243,0.6331260599208592,0.48109965635738833
DoS Slowhttptest,0.0017815125500027017,0.9710344827586207,0.9705882352941176,0.8231079265562026,0.8446691176470589
DoS Hulk,0.07571428337511482,0.9722046613562607,0.9977292387543253,0.905025700234244,0.8815095155709343
DoS GoldenEye,0.0032715644070821673,0.9671002295332823,0.948948948948949,0.7537290715372907,0.6196196196196196
Heartbleed,3.2748392463284957e-06,0.0,0.0,0.0,0.0
