Category,Proportion,F1,DR,Enc F1,Enc DR
BENIGN,0.775632576135919,0.9868960319745289,0.9846334749161902,0.9808102255544023,0.9826026194235917
DDoS,0.08361810789612865,0.9972367570109942,0.9964556367125541,0.9773617421275262,0.9773043256897801
PortScan,0.05191438915242248,0.9042261211938326,0.9923671345213688,0.9000228715192405,0.9929348683173002
Bot,0.0006320439745413997,0.5278276481149013,0.38082901554404147,0.04878048780487805,0.025906735751295335
Infiltration,1.637419623164248e-05,0.0,0.0,0.0,0.0
Web Attack � Brute Force,0.0004846762084566174,0.0,0.0,0.0,0.0
Web Attack � XSS,0.0002472503630978014,0.0,0.0,0.0,0.0
Web Attack � Sql Injection,6.5496784926569914e-06,0.0,0.0,0.0,0.0
FTP-Patator,0.002693555280105188,0.9920924574209246,0.9914893617021276,0.67463162086818,0.5148936170212766
SSH-Patator,0.0019992893598835466,0.9537953795379537,0.9467649467649467,0.7105666156202144,0.5700245700245701
DoS slowloris,0.0019108687002326774,0.9005474452554744,0.8457583547557841,0.7610008628127697,0.7557840616966581
DoS Slowhttptest,0.0018339099779439577,0.9567592171142467,0.9383928571428571,0.8772687986171133,0.90625
DoS Hulk,0.0755505414127984,0.9542531815137307,0.926332899869961,0.9165083190434259,0.8571954919809276
DoS GoldenEye,0.0034582302441228917,0.9513034923757993,0.915719696969697,0.8285714285714285,0.7689393939393939
Heartbleed,1.6374196231642479e-06,0.0,0.0,0.0,0.0
