Category,Proportion,F1,DR,Enc F1,Enc DR
BENIGN,0.775861814883162,0.9876918478761999,0.983779060932989,0.9784330310309017,0.9773274071822925
DDoS,0.08445155448431925,0.9968289679114826,0.9965293935163642,0.9597159903357823,0.9434620753838995
PortScan,0.05169497492291847,0.8890696960393001,0.9172024959614836,0.8905472636815921,0.9751987583541858
Bot,0.0006123949390634287,0.041666666666666664,0.0213903743315508,0.0,0.0
Infiltration,9.824517738985488e-06,0.0,0.0,0.0,0.0
Web Attack � Brute Force,0.0005485355737600231,0.0,0.0,0.0,0.0
Web Attack � XSS,0.00018011615854806727,0.0,0.0,0.0,0.0
Web Attack � Sql Injection,4.912258869492744e-06,0.0,0.0,0.0,0.0
FTP-Patator,0.0024921526664559855,0.9901960784313726,0.9954007884362681,0.6787974683544303,0.8455978975032852
SSH-Patator,0.001922330637594827,0.9393548387096775,0.9301533219761499,0.6839872746553554,0.5494037478705281
DoS slowloris,0.0018994067628705276,0.9487179487179489,0.925,0.791741472172352,0.7603448275862069
DoS Slowhttptest,0.0016881796314823397,0.945578231292517,0.9437439379243453,0.7497435897435898,0.7090203685741998
DoS Hulk,0.0751657478013548,0.9697456945796132,0.9984968957629888,0.9079440921675448,0.8858512144646553
DoS GoldenEye,0.003466417342238713,0.9532710280373832,0.9636277751535192,0.8556915262064188,0.8752952290977799
Heartbleed,1.6374196231642479e-06,0.0,0.0,0.0,0.0
