Category,Proportion,F1,DR,Enc F1,Enc DR
BENIGN,0.775673511626498,0.9879057409942371,0.9796291878906604,0.9848180205934514,0.9829054055480382
DDoS,0.08355261111120207,0.9920107312646717,0.9855174711427284,0.9687023052070326,0.9577674564446274
PortScan,0.05170971169952695,0.9039483129935392,0.9968334388853705,0.9048232264106766,0.9789740341988601
Bot,0.0006697046258741774,0.47513812154696133,0.3154034229828851,0.0,0.0
Infiltration,1.637419623164248e-05,0.0,0.0,0.0,0.0
Web Attack � Brute Force,0.00048140136921028887,0.0,0.0,0.0,0.0
Web Attack � XSS,0.00020304003327236675,0.031746031746031744,0.016129032258064516,0.0,0.0
Web Attack � Sql Injection,9.824517738985488e-06,0.0,0.0,0.0,0.0
FTP-Patator,0.0026378830129176033,0.9922142634693242,0.9888268156424581,0.8469354310062274,0.8019863438857853
SSH-Patator,0.0019534416104349476,0.964271047227926,0.9840737636211232,0.8121475054229935,0.7845766974015088
DoS slowloris,0.00191578095910217,0.9540329575021682,0.9401709401709402,0.6753955264593562,0.5290598290598291
DoS Slowhttptest,0.0017782377107563732,0.9171806167400882,0.9585635359116023,0.8337236533957846,0.8195211786372008
DoS Hulk,0.07590094921215555,0.9698214865983921,0.9979721275402339,0.9420278764689807,0.9294990723562152
DoS GoldenEye,0.003494253475832505,0.9685741088180112,0.9676663542642924,0.8707317073170732,0.8364573570759137
Heartbleed,3.2748392463284957e-06,0.0,0.0,0.0,0.0
