Category,Proportion,F1,DR,Enc F1,Enc DR
BENIGN,0.7755359683781522,0.9858161046509786,0.9854887645075406,0.9818195205587521,0.987137720555789
DDoS,0.08388336987508126,0.9934249263984298,0.988014601104843,0.9722790697674418,0.9691190536610124
PortScan,0.05211906660531801,0.9032064042160135,0.990732013823437,0.9176273764258556,0.9477536914860195
Bot,0.0006222194568024142,0.25934065934065936,0.15526315789473685,0.0,0.0
Infiltration,1.1461937362149735e-05,0.0,0.0,0.0,0.0
Web Attack � Brute Force,0.0004781265299639604,0.0,0.0,0.0,0.0
Web Attack � XSS,0.00022105164912717348,0.0,0.0,0.0,0.0
Web Attack � Sql Injection,4.912258869492744e-06,0.0,0.0,0.0,0.0
FTP-Patator,0.0025985849419616616,0.94333936106088,0.9861373660995589,0.6001517450682853,0.4984247006931317
SSH-Patator,0.0019567164496812764,0.7531549722362443,0.6242677824267783,0.6394557823129252,0.5112970711297071
DoS slowloris,0.0019567164496812764,0.9008679762448606,0.8251046025104602,0.6205821205821206,0.499581589958159
DoS Slowhttptest,0.0017602260949015666,0.9300567107750474,0.9153488372093024,0.8188608776844072,0.815813953488372
DoS Hulk,0.07539662396822096,0.9510182743885809,0.9086782782434957,0.9084283290248375,0.8661990183729315
DoS GoldenEye,0.0034500431460070704,0.9503197245450073,0.9169435215946844,0.8388998035363457,0.8106312292358804
Heartbleed,4.912258869492744e-06,0.0,0.0,0.0,0.0
