Accuracy,F1,Enc Accuracy,Enc F1
0.995476176487868,0.9096900307176766,0.9960916626799948,0.9258059376493708
0.9966260166013412,0.932489923869234,0.9960664836994078,0.9238847986141188
0.9964441684082128,0.9313900134952766,0.9958678495192214,0.9195226938375198
0.9962175575829296,0.9286242213071482,0.9959266004739245,0.92220559948707
0.996939355026424,0.940992448759439,0.9958482658676536,0.9223768176587508
0.9967099465366313,0.9345648787002004,0.9957811219194216,0.9180879956545356
0.9967910788074116,0.937781394087334,0.9962791062021424,0.9266894498952708
0.9963294641633164,0.9288734685026564,0.9955796900747256,0.9153359768513556
0.9962511295570458,0.9247275587012694,0.9954957601394356,0.9149138568861642
0.9965253006789933,0.9306610093791872,0.9961196393250914,0.9249661888017312
