Category,Proportion,F1,DR,Enc F1,Enc DR
BENIGN,0.7757652071253952,0.9879853334907632,0.9802605889318302,0.9822675352129151,0.9814573646028795
DDoS,0.0837441892071123,0.992649446494465,0.9862153918348193,0.9746777981723803,0.9655873611762865
PortScan,0.05211579176607168,0.9027765813880037,0.9878408948096016,0.9003071447024715,0.9854216413221063
Bot,0.0006533304296425349,0.5503597122302158,0.38345864661654133,0.0,0.0
Infiltration,1.473677660847823e-05,0.0,0.0,0.0,0.0
Web Attack � Brute Force,0.0004928633065724386,0.0,0.0,0.0,0.0
Web Attack � XSS,0.0002226890687503377,0.0,0.0,0.0,0.0
Web Attack � Sql Injection,1.3099356985313983e-05,0.0,0.0,0.0,0.0
FTP-Patator,0.0025903978438458404,0.995266645629536,0.9968394437420987,0.8795462128795462,0.8331226295828066
SSH-Patator,0.001982915163651904,0.9682151589242055,0.9810074318744839,0.9225,0.9141205615194055
DoS slowloris,0.001887944825508378,0.9527665317139002,0.9184735472679966,0.8534322820037106,0.797918473547268
DoS Slowhttptest,0.001724202863191953,0.9619539689995302,0.9724596391263058,0.8501643964302489,0.8594491927825261
DoS Hulk,0.07538516203085881,0.9693131283326658,0.9989574056777949,0.9194664865777477,0.8871826060513912
DoS GoldenEye,0.0034041953965584714,0.9737864077669902,0.9648869648869649,0.9133738601823709,0.8672438672438673
Heartbleed,3.2748392463284957e-06,0.0,0.0,0.0,0.0
