Category,Proportion,F1,DR,Enc F1,Enc DR
BENIGN,0.7754016999690527,0.9903218193497998,0.9880646435125255,0.9821417855687773,0.9852349588534287
DDoS,0.08453997514397012,0.9971970865217687,0.995719542901414,0.9588119087091618,0.9353476660856092
PortScan,0.05157216845118115,0.9125061637080867,0.9400876301752603,0.9045529264504063,0.9521844043688087
Bot,0.0006238568764255785,0.5259117082533589,0.35958005249343833,0.0,0.0
Infiltration,1.637419623164248e-05,0.0,0.0,0.0,0.0
Web Attack � Brute Force,0.0004928633065724386,0.07547169811320753,0.03986710963455149,0.0,0.0
Web Attack � XSS,0.00019976519402603826,0.0,0.0,0.0,0.0
Web Attack � Sql Injection,6.5496784926569914e-06,0.0,0.0,0.0,0.0
FTP-Patator,0.002629695914801782,0.9909176323207016,0.9850560398505604,0.6589307915457936,0.4950186799501868
SSH-Patator,0.0018404596564366147,0.9227144203581527,0.8709964412811388,0.6067665002773156,0.48665480427046265
DoS slowloris,0.0019059564413631846,0.9073987901349465,0.8376288659793815,0.8349056603773586,0.7603092783505154
DoS Slowhttptest,0.0017815125500027017,0.911993097497843,0.9715073529411765,0.8123877917414721,0.8318014705882353
DoS Hulk,0.07571428337511482,0.9789792350658763,0.9930795847750865,0.904860950620137,0.8890787197231834
DoS GoldenEye,0.0032715644070821673,0.9582689335394127,0.9309309309309309,0.8419372006386375,0.7917917917917918
Heartbleed,3.2748392463284957e-06,1.0,1.0,0.8,1.0
