Category,Proportion,F1,DR,Enc F1,Enc DR
BENIGN,0.775861814883162,0.9864699582374823,0.98558349794864,0.9825520561121652,0.9824304816897128
DDoS,0.08445155448431925,0.9943325672885912,0.9898984023576858,0.9690156346734013,0.9559485031797735
PortScan,0.05169497492291847,0.905096813406269,0.9905292832029394,0.9057071245426522,0.9957872731304045
Bot,0.0006123949390634287,0.5307599517490953,0.5882352941176471,0.00516795865633075,0.00267379679144385
Infiltration,9.824517738985488e-06,0.0,0.0,0.0,0.0
Web Attack � Brute Force,0.0005485355737600231,0.0,0.0,0.0,0.0
Web Attack � XSS,0.00018011615854806727,0.0,0.0,0.0,0.0
Web Attack � Sql Injection,4.912258869492744e-06,0.0,0.0,0.0,0.0
FTP-Patator,0.0024921526664559855,0.9957279000985869,0.9954007884362681,0.8727534148094896,0.797634691195795
SSH-Patator,0.001922330637594827,0.6986899563318777,0.545144804088586,0.8783570300157978,0.9471890971039182
DoS slowloris,0.0018994067628705276,0.9522108083966055,0.9189655172413793,0.6535600425079703,0.5301724137931034
DoS Slowhttptest,0.0016881796314823397,0.9529354682193111,0.9524733268671193,0.7502590673575129,0.7022308438409312
DoS Hulk,0.0751657478013548,0.9536015243107144,0.9158043786079948,0.9117783853073634,0.8754601895218386
DoS GoldenEye,0.003466417342238713,0.9661999034282955,0.9452054794520548,0.8912725499756217,0.8634860651865848
Heartbleed,1.6374196231642479e-06,0.0,0.0,0.0,0.0
