Category,Proportion,F1,DR,Enc F1,Enc DR
BENIGN,0.775673511626498,0.9902555519398267,0.9860739639911593,0.9828538234118718,0.983891226196231
DDoS,0.08355261111120207,0.9976344951462981,0.9959433241225234,0.970326670775733,0.9718384384737492
PortScan,0.05170971169952695,0.9151351351351352,0.9649778340721976,0.8937915051031778,0.9525332488917037
Bot,0.0006697046258741774,0.4620938628158844,0.31295843520782396,0.004807692307692307,0.0024449877750611247
Infiltration,1.637419623164248e-05,0.0,0.0,0.0,0.0
Web Attack � Brute Force,0.00048140136921028887,0.10223642172523963,0.05442176870748299,0.0,0.0
Web Attack � XSS,0.00020304003327236675,0.0,0.0,0.0,0.0
Web Attack � Sql Injection,9.824517738985488e-06,0.0,0.0,0.0,0.0
FTP-Patator,0.0026378830129176033,0.9972006220839813,0.9950341402855369,0.8487773487773488,0.818746120422098
SSH-Patator,0.0019534416104349476,0.9412780656303973,0.9136630343671417,0.9107901444350043,0.8985750209555742
DoS slowloris,0.00191578095910217,0.923076923076923,0.8871794871794871,0.6311787072243346,0.4965811965811966
DoS Slowhttptest,0.0017782377107563732,0.9012724879333042,0.9456721915285451,0.8470906630581867,0.8646408839779005
DoS Hulk,0.07590094921215555,0.976775782278266,0.992621995944255,0.9207834627425716,0.8787806877507874
DoS GoldenEye,0.003494253475832505,0.9684759421663901,0.957357075913777,0.8638545087143217,0.8013120899718837
Heartbleed,3.2748392463284957e-06,0.0,0.0,0.0,0.0
