Category,Proportion,F1,DR,Enc F1,Enc DR
BENIGN,0.7756424006536579,0.9862770922087931,0.9835422568809663,0.9824768016449791,0.9846463358511119
DDoS,0.08408804732797678,0.9952384669424713,0.9931066713401099,0.9656934521762203,0.9567706507769599
PortScan,0.052317194379720884,0.9025188233109025,0.9885449594691872,0.908990237505464,0.9762448749647898
Bot,0.0006123949390634287,0.5088062622309197,0.34759358288770054,0.0,0.0
Infiltration,1.473677660847823e-05,0.0,0.0,0.0,0.0
Web Attack � Brute Force,0.0004846762084566174,0.0,0.0,0.0,0.0
Web Attack � XSS,0.00020631487251869524,0.0,0.0,0.0,0.0
Web Attack � Sql Injection,6.5496784926569914e-06,0.0,0.0,0.0,0.0
FTP-Patator,0.0025068894430644636,0.9964110929853182,0.9973873285434357,0.8664772727272727,0.7968647942521228
SSH-Patator,0.0019518041908117836,0.9345874305258657,0.9169463087248322,0.7685054219707685,0.6837248322147651
DoS slowloris,0.0019321551553338125,0.9236842105263158,0.8923728813559322,0.8530207394048693,0.8016949152542373
DoS Slowhttptest,0.0017585886752784024,0.8976660682226213,0.931098696461825,0.8388603456328818,0.8361266294227188
DoS Hulk,0.07516738522097796,0.947968063156006,0.9207511000740644,0.9037226920568074,0.8601272164858624
DoS GoldenEye,0.003309225058414945,0.9686638255201805,0.9559623948540327,0.9066598097197225,0.8723404255319149
Heartbleed,1.6374196231642479e-06,0.0,0.0,0.0,0.0
