Category,Proportion,F1,DR,Enc F1,Enc DR
BENIGN,0.7752117592927658,0.9895872240603796,0.9878990780149334,0.9816296831393334,0.9876413868852113
DDoS,0.08468406807080857,0.9954380447653991,0.9914923237557524,0.9767405572513873,0.9682702347345218
PortScan,0.052128891123057,0.9185131699685606,0.958977258449554,0.9068869506360853,0.9259014951627089
Bot,0.0006549678492656992,0.5295169946332737,0.37,0.0,0.0
Infiltration,4.912258869492744e-06,0.0,0.0,0.0,0.0
Web Attack � Brute Force,0.0005436233148905303,0.058479532163742694,0.030120481927710843,0.0,0.0
Web Attack � XSS,0.00021941422950400922,0.0,0.0,0.0,0.0
Web Attack � Sql Injection,1.473677660847823e-05,0.0,0.0,0.0,0.0
FTP-Patator,0.0024806907290938355,0.9077809798270894,0.8316831683168316,0.920625,0.9722772277227723
SSH-Patator,0.0019239680572179913,0.913062862238074,0.8714893617021277,0.9296504100129477,0.916595744680851
DoS slowloris,0.001887944825508378,0.947653429602888,0.9106678230702515,0.8422509225092252,0.7918473547267997
DoS Slowhttptest,0.0017651383537710592,0.9477577438742487,0.950834879406308,0.14178482068390325,0.07884972170686456
DoS Hulk,0.07499545616054572,0.9714527981910683,0.9755463854500993,0.9096794930663973,0.8650902818715749
DoS GoldenEye,0.003481154118847191,0.9706994328922495,0.9661335841956726,0.8933907318308433,0.8297271872060207
Heartbleed,3.2748392463284957e-06,0.4,0.5,0.0,0.0
