Model,Mean Accuracy,Mean F1,Mean Enc Accuracy,Mean Enc F1,Accuracy Difference,Q-Value Accuracy
binaryANN,0.9967320073717717,0.9940580344807909,0.9968636461549508,0.9942964404901309,-0.0001316387831789778,0.0015
binaryET,0.9993757928244896,0.9988600428971999,0.999695076709509,0.9994430081986998,-0.00031928388501948344,0.0
multiANN,0.9976936621907901,0.9976903377133146,0.9962128081242947,0.9962040161796031,0.0014808540664957071,0.003
multiET,0.9972059719081624,0.9972001627534046,0.9953707588283576,0.995375409875302,0.001835213079804776,0.005
