Category,Proportion,F1,DR,Enc F1,Enc DR
Benign,0.7265024772025562,0.9992880638633083,0.9988205837780852,0.9962503967834092,0.9926138235487909
Bot,0.2734975227974438,0.99811208614481,0.9993524109565065,0.9901714364956925,0.9997724687144482
