dims,loss1,loss2,loss3,loss4,loss5,loss6,loss7,loss8,loss9,loss10
1.0,0.08967333287000656,0.08967747539281845,0.08967258036136627,0.09116647392511368,0.08967438340187073,0.12448690086603165,0.08967399597167969,0.08967334032058716,0.0896729975938797,0.1244870275259018
2.0,0.06920132786035538,0.0691639706492424,0.06990055739879608,0.0691634938120842,0.06917832046747208,0.06922097504138947,0.08967291563749313,0.06961320340633392,0.0691591426730156,0.06918132305145264
3.0,0.061654359102249146,0.0626465231180191,0.06917404383420944,0.06255214661359787,0.06254395842552185,0.06152493879199028,0.06259933114051819,0.06298322975635529,0.06286785006523132,0.0622648186981678
4.0,0.05789889767765999,0.057775016874074936,0.05823354795575142,0.06239696219563484,0.06255606561899185,0.05813176557421684,0.058367181569337845,0.05796213075518608,0.05798414722084999,0.05830341950058937
5.0,0.05526916682720184,0.05533871799707413,0.05803031474351883,0.055373240262269974,0.0552215538918972,0.055388014763593674,0.055498674511909485,0.058318186551332474,0.055808864533901215,0.05528829246759415
6.0,0.054211050271987915,0.05432509630918503,0.05404481291770935,0.05599198117852211,0.05474567785859108,0.05409914255142212,0.0552346408367157,0.054266557097435,0.05443846806883812,0.054053571075201035
7.0,0.0541686937212944,0.053406160324811935,0.053994257003068924,0.0534726083278656,0.053999483585357666,0.05372151732444763,0.054046936333179474,0.05618351697921753,0.05343170464038849,0.05365290120244026
8.0,0.05310652032494545,0.05332845076918602,0.05357230454683304,0.053415149450302124,0.054281286895275116,0.05334976315498352,0.05271373689174652,0.052851468324661255,0.05297250673174858,0.05271826684474945
9.0,0.0531495101749897,0.05246257781982422,0.05260509252548218,0.05367805436253548,0.05248158425092697,0.05286410450935364,0.05245599523186684,0.05245568975806236,0.05272088199853897,0.052503298968076706
10.0,0.05219607427716255,0.05259225517511368,0.05271197110414505,0.05231240764260292,0.05222951993346214,0.052475716918706894,0.052467022091150284,0.052261341363191605,0.05243704095482826,0.05260039493441582
11.0,0.052067019045352936,0.05208476260304451,0.052261509001255035,0.05208456516265869,0.052067652344703674,0.052014149725437164,0.05201425775885582,0.052085574716329575,0.05228182300925255,0.051905423402786255
12.0,0.05200038105249405,0.052152179181575775,0.051885172724723816,0.05226665362715721,0.0518745556473732,0.051889922469854355,0.051863815635442734,0.05190808326005936,0.05234057456254959,0.05225209519267082
13.0,0.05188966915011406,0.05180571973323822,0.051885880529880524,0.0518033467233181,0.05192682519555092,0.051882948726415634,0.05185209587216377,0.0517929270863533,0.051870714873075485,0.0518772229552269
14.0,0.0517495796084404,0.05177060514688492,0.051891278475522995,0.0516793355345726,0.051784876734018326,0.05205920711159706,0.052042748779058456,0.05174678564071655,0.051730237901210785,0.051896292716264725
15.0,0.05170188471674919,0.051692500710487366,0.05176307633519173,0.05188632383942604,0.05175568163394928,0.05178551748394966,0.051782481372356415,0.051737669855356216,0.051704347133636475,0.05191276594996452
16.0,0.05162952095270157,0.05164157971739769,0.05157221108675003,0.05174081027507782,0.05170793831348419,0.05159623548388481,0.051957011222839355,0.0521416999399662,0.05162087827920914,0.05169609934091568
17.0,0.051673464477062225,0.05173434689640999,0.051546480506658554,0.05171843245625496,0.051749326288700104,0.05166645348072052,0.05157812312245369,0.05161583796143532,0.0516536720097065,0.05166848376393318
18.0,0.051554396748542786,0.05159366875886917,0.051537446677684784,0.05159910395741463,0.05159791186451912,0.051551539450883865,0.05164922773838043,0.05165150761604309,0.05165589973330498,0.05159193277359009
19.0,0.051521431654691696,0.05152092128992081,0.05157666653394699,0.051683057099580765,0.051594845950603485,0.051534220576286316,0.05151468515396118,0.05154907703399658,0.05162396281957626,0.05156692489981651
20.0,0.05147425830364227,0.051432833075523376,0.051486436277627945,0.05147421360015869,0.05155095085501671,0.05153322592377663,0.05147144943475723,0.05152304843068123,0.05148925259709358,0.05157985910773277
21.0,0.05154156684875488,0.051497288048267365,0.05147611349821091,0.051516517996788025,0.05151147022843361,0.051470763981342316,0.05153392627835274,0.05148085951805115,0.05147458612918854,0.05147378891706467
22.0,0.05149732530117035,0.051441699266433716,0.051450464874506,0.05147619545459747,0.05143682658672333,0.051473814994096756,0.05150119587779045,0.051495883613824844,0.05150049552321434,0.05144019424915314
23.0,0.051390502601861954,0.051403775811195374,0.05146096646785736,0.05140892416238785,0.05148777365684509,0.05143432319164276,0.05136043578386307,0.05146544426679611,0.05136822536587715,0.051568590104579926
24.0,0.05129120498895645,0.05142897740006447,0.051396820694208145,0.05148448422551155,0.051448360085487366,0.05144493281841278,0.05138738453388214,0.05137362703680992,0.05147011578083038,0.05139506980776787
25.0,0.05139053240418434,0.05133505165576935,0.05147968977689743,0.05139833688735962,0.05150308459997177,0.051412131637334824,0.05135084316134453,0.05142497271299362,0.051377374678850174,0.05139152705669403
26.0,0.051366593688726425,0.05134106054902077,0.051444489508867264,0.051352739334106445,0.051376815885305405,0.051301583647727966,0.05139458552002907,0.051360856741666794,0.05140113830566406,0.05142505466938019
27.0,0.05137908086180687,0.051321033388376236,0.0513528510928154,0.05136226862668991,0.051361143589019775,0.05138112232089043,0.0513429120182991,0.051356229931116104,0.05126485601067543,0.0513647124171257
28.0,0.051299117505550385,0.05137678235769272,0.051324259489774704,0.05137040093541145,0.051328130066394806,0.051308903843164444,0.05135055631399155,0.05137012153863907,0.051362045109272,0.051301781088113785
29.0,0.05132218822836876,0.051280319690704346,0.05132118612527847,0.05130693316459656,0.051306575536727905,0.05136183649301529,0.05129440128803253,0.05137544497847557,0.051317766308784485,0.05132584273815155
30.0,0.051316726952791214,0.051314085721969604,0.05128380283713341,0.05129319056868553,0.051305606961250305,0.051218897104263306,0.05124595761299133,0.05126029625535011,0.05132145807147026,0.05132777616381645
31.0,0.05133200064301491,0.051251787692308426,0.051289889961481094,0.05133216083049774,0.05126519873738289,0.05119803547859192,0.05129888281226158,0.05128341168165207,0.05130968615412712,0.05129663273692131
32.0,0.05129995569586754,0.051261380314826965,0.05123724043369293,0.05128052085638046,0.05130743980407715,0.05129551887512207,0.05129233002662659,0.05130865424871445,0.051236726343631744,0.051305513828992844
33.0,0.05136031657457352,0.05126092582941055,0.05125622823834419,0.0512416809797287,0.05126040056347847,0.051273372024297714,0.05126233398914337,0.05125955864787102,0.05124932527542114,0.051352642476558685
34.0,0.051233649253845215,0.05131811648607254,0.051240984350442886,0.05123647674918175,0.05122199282050133,0.05123895779252052,0.051275741308927536,0.05128119885921478,0.05129707604646683,0.051264483481645584
35.0,0.051265593618154526,0.051259007304906845,0.0512552335858345,0.051240094006061554,0.05122964456677437,0.051179029047489166,0.05125407874584198,0.05122055113315582,0.05122264474630356,0.05128078907728195
36.0,0.05122924968600273,0.05121245235204697,0.05125840753316879,0.051177434623241425,0.05122244730591774,0.051259830594062805,0.05122305452823639,0.0512201152741909,0.0512397475540638,0.05126383900642395
37.0,0.051239825785160065,0.05119047686457634,0.051229022443294525,0.051255784928798676,0.051205940544605255,0.051237404346466064,0.05122440680861473,0.05124302953481674,0.0512501485645771,0.051239125430583954
38.0,0.05119854956865311,0.05123410373926163,0.05121886730194092,0.0511758029460907,0.051206834614276886,0.05123024061322212,0.05121045932173729,0.05128735676407814,0.05121346190571785,0.05120532214641571
39.0,0.05120088532567024,0.05124936252832413,0.051215264946222305,0.051230866461992264,0.05121404677629471,0.05118945986032486,0.051194701343774796,0.0512038879096508,0.0511842779815197,0.05125186964869499
40.0,0.05116024985909462,0.05119028314948082,0.051170047372579575,0.05119703337550163,0.05125313252210617,0.05117926374077797,0.051201075315475464,0.05121199041604996,0.051177412271499634,0.05118466913700104
41.0,0.05114844813942909,0.05117911100387573,0.05120735988020897,0.051209092140197754,0.05122169852256775,0.05119040608406067,0.05115051195025444,0.05121670663356781,0.05120747908949852,0.051218148320913315
42.0,0.051250699907541275,0.05118461698293686,0.05116892233490944,0.05122177302837372,0.051170963793992996,0.05119823291897774,0.05118582025170326,0.051160383969545364,0.051193900406360626,0.05116681009531021
43.0,0.051160529255867004,0.05118590220808983,0.0512164868414402,0.05120668560266495,0.05120445415377617,0.05120345950126648,0.051193881779909134,0.051193077117204666,0.05115973949432373,0.05122708901762962
44.0,0.05116277560591698,0.05113279074430466,0.05120662599802017,0.051205262541770935,0.051173798739910126,0.05116058886051178,0.05116043612360954,0.05122954025864601,0.051155004650354385,0.05118666961789131
