dims,loss1,loss2,loss3,loss4,loss5,loss6,loss7,loss8,loss9,loss10
1.0,0.15238431096076965,0.15238413214683533,0.15238302946090698,0.1523827761411667,0.15238253772258759,0.15238194167613983,0.15238581597805023,0.15238291025161743,0.15080444514751434,0.15238510072231293
2.0,0.14212645590305328,0.1421181857585907,0.14208532869815826,0.14327074587345123,0.14201149344444275,0.1420096904039383,0.14202989637851715,0.14207373559474945,0.14207133650779724,0.14230456948280334
3.0,0.13736850023269653,0.14209026098251343,0.13792935013771057,0.13749651610851288,0.13728897273540497,0.13762110471725464,0.1379932463169098,0.13721325993537903,0.13741949200630188,0.13731059432029724
4.0,0.13370247185230255,0.13380932807922363,0.1332358419895172,0.1331944465637207,0.13318391144275665,0.13328228890895844,0.13388855755329132,0.13341854512691498,0.13329775631427765,0.13347092270851135
5.0,0.13050657510757446,0.13017195463180542,0.13022729754447937,0.13042980432510376,0.13017582893371582,0.1304076462984085,0.13034465909004211,0.1303136944770813,0.13026855885982513,0.13022267818450928
6.0,0.12787404656410217,0.12807010114192963,0.12791042029857635,0.12804971635341644,0.12819194793701172,0.12822557985782623,0.12804922461509705,0.1281118541955948,0.1282120943069458,0.1281455159187317
7.0,0.1272319108247757,0.12718236446380615,0.12795674800872803,0.12710893154144287,0.12731368839740753,0.12724265456199646,0.1274179071187973,0.1272776871919632,0.12727685272693634,0.12747351825237274
8.0,0.1265965849161148,0.12657491862773895,0.12707342207431793,0.12676525115966797,0.12662382423877716,0.12656547129154205,0.12668047845363617,0.1265973001718521,0.1266850233078003,0.12670651078224182
9.0,0.1261320859193802,0.12615683674812317,0.12607891857624054,0.12587259709835052,0.12635228037834167,0.1261710226535797,0.1260862797498703,0.12585125863552094,0.12598943710327148,0.12586422264575958
10.0,0.12549085915088654,0.12541624903678894,0.12553340196609497,0.12558095157146454,0.12577952444553375,0.12551264464855194,0.1257249116897583,0.12581777572631836,0.1254708617925644,0.12548516690731049
11.0,0.1251615285873413,0.12522156536579132,0.12529894709587097,0.1251150518655777,0.1250411421060562,0.12513883411884308,0.12512078881263733,0.1250813901424408,0.12536156177520752,0.1251879632472992
12.0,0.12471943348646164,0.12475781887769699,0.12477005273103714,0.12483097612857819,0.12484745681285858,0.12458383291959763,0.12483938783407211,0.12483580410480499,0.12493753433227539,0.12473657727241516
13.0,0.12451222538948059,0.12458616495132446,0.12459951639175415,0.12440629303455353,0.12447939813137054,0.12481462210416794,0.124394491314888,0.12452411651611328,0.12453199177980423,0.12451042234897614
14.0,0.12437045574188232,0.12443085014820099,0.12427108734846115,0.12439784407615662,0.12439598888158798,0.1243479922413826,0.12428615242242813,0.12427427619695663,0.12438354641199112,0.12433014065027237
15.0,0.12418980896472931,0.12412499636411667,0.12411888688802719,0.12413861602544785,0.1241835355758667,0.12420538812875748,0.12407815456390381,0.12421347200870514,0.12412921339273453,0.12416958063840866
16.0,0.12405575811862946,0.12401372939348221,0.12403443455696106,0.1240229383111,0.1239042580127716,0.12405869364738464,0.12399911880493164,0.12402352690696716,0.12404809892177582,0.12399519979953766
17.0,0.12382950633764267,0.12386661767959595,0.12401467561721802,0.12386255711317062,0.12388092279434204,0.12386567890644073,0.12392807751893997,0.12405568361282349,0.1237678974866867,0.12384018301963806
18.0,0.12387726455926895,0.1238667443394661,0.12383922934532166,0.12384529411792755,0.12377602607011795,0.12372904270887375,0.12367972731590271,0.12389117479324341,0.12365247309207916,0.12377483397722244
19.0,0.1236545592546463,0.12364790588617325,0.12372215837240219,0.12354820221662521,0.12373751401901245,0.12385658919811249,0.12365171313285828,0.12375473231077194,0.12370788305997849,0.12373374402523041
20.0,0.1236783042550087,0.12378757447004318,0.12341360747814178,0.12355835735797882,0.12356726825237274,0.1235797107219696,0.12357692420482635,0.12367276102304459,0.12364745140075684,0.12359177321195602
21.0,0.12352675199508667,0.12346258759498596,0.12369333952665329,0.12369398027658463,0.12344717979431152,0.12354760617017746,0.1234443262219429,0.12339190393686295,0.12347522377967834,0.12346596270799637
22.0,0.12353090196847916,0.12337203323841095,0.12347336858510971,0.12337053567171097,0.1235838383436203,0.12346652150154114,0.12341101467609406,0.12354698777198792,0.12349700927734375,0.12341192364692688
23.0,0.12342572212219238,0.12353429198265076,0.1234530583024025,0.12339451909065247,0.12347055971622467,0.12337656319141388,0.12335735559463501,0.12344770133495331,0.12336365133523941,0.12341614067554474
24.0,0.12325233966112137,0.12334062904119492,0.12329383194446564,0.12350991368293762,0.1232714056968689,0.12334456294775009,0.12344560772180557,0.1234678402543068,0.12341038137674332,0.12353230267763138
25.0,0.12330399453639984,0.12316734343767166,0.12323223799467087,0.12314925342798233,0.123198963701725,0.12341312319040298,0.12330436706542969,0.1233038455247879,0.12328701466321945,0.12320670485496521
26.0,0.12319141626358032,0.12318654358386993,0.12328093498945236,0.12325344234704971,0.12310422956943512,0.12328960746526718,0.1231565773487091,0.12317757308483124,0.12324968725442886,0.12321866303682327
27.0,0.12322564423084259,0.12310465425252914,0.12316826730966568,0.1231728196144104,0.12314581125974655,0.12341703474521637,0.12318185716867447,0.12322927266359329,0.12328733503818512,0.12316838651895523
28.0,0.1231008842587471,0.12319672852754593,0.12319298088550568,0.12305775284767151,0.12316080182790756,0.1231628879904747,0.12316056340932846,0.12322840094566345,0.12308783084154129,0.12318610399961472
29.0,0.12308423221111298,0.12303784489631653,0.12308357656002045,0.1230887770652771,0.12297556549310684,0.12318825721740723,0.12303336709737778,0.12328700721263885,0.12318287044763565,0.12319736927747726
30.0,0.12323926389217377,0.12305167317390442,0.12304729223251343,0.1231468915939331,0.12308701127767563,0.12306481599807739,0.12310101836919785,0.12306182831525803,0.12302311509847641,0.12306433916091919
31.0,0.1230272427201271,0.12294213473796844,0.1229841336607933,0.12304119765758514,0.12299619615077972,0.12314414232969284,0.1231355220079422,0.123075470328331,0.12309347838163376,0.12316524982452393
32.0,0.12302599102258682,0.12287240475416183,0.1230214536190033,0.12306701391935349,0.12307722866535187,0.12300381809473038,0.12305380403995514,0.12303916364908218,0.1230446919798851,0.12304651737213135
33.0,0.12299041450023651,0.12317337095737457,0.12288441509008408,0.12306305766105652,0.12297338992357254,0.12295546382665634,0.12297055125236511,0.12288621813058853,0.12295594066381454,0.1228804886341095
34.0,0.12303534895181656,0.12296177446842194,0.12287575751543045,0.12300973385572433,0.12291917949914932,0.1230274960398674,0.12295644730329514,0.12281066179275513,0.12301313877105713,0.12285007536411285
35.0,0.12304417043924332,0.12287230789661407,0.12289100885391235,0.1228182464838028,0.1230185478925705,0.12297198176383972,0.12292628735303879,0.12308483570814133,0.12302746623754501,0.122944675385952
36.0,0.12307493388652802,0.12300034612417221,0.12286518514156342,0.12289351224899292,0.12309420853853226,0.1228995993733406,0.12301194667816162,0.12292242050170898,0.1229335367679596,0.12293551117181778
37.0,0.12292636930942535,0.12283820658922195,0.12288364768028259,0.12295357137918472,0.12283557653427124,0.12299101799726486,0.12284116446971893,0.12296741455793381,0.12297443300485611,0.12292573601007462
38.0,0.12294633686542511,0.12295356392860413,0.12297940254211426,0.12293463945388794,0.12291937321424484,0.12295019626617432,0.12285146862268448,0.12293390929698944,0.12291541695594788,0.12291032820940018
39.0,0.12295380979776382,0.12286381423473358,0.12294092029333115,0.1228877454996109,0.12278817594051361,0.12289627641439438,0.12285870313644409,0.1228623017668724,0.12290138751268387,0.12281084060668945
40.0,0.1228446513414383,0.12284548580646515,0.12290401011705399,0.12293271720409393,0.12294598668813705,0.12300385534763336,0.12293196469545364,0.12289168685674667,0.12284481525421143,0.12294717878103256
41.0,0.12280632555484772,0.12286856770515442,0.12288355827331543,0.12283288687467575,0.12284588813781738,0.12288206070661545,0.12281651794910431,0.12287332117557526,0.12288456410169601,0.12286615371704102
42.0,0.12269692867994308,0.12278954684734344,0.12272080779075623,0.12289974838495255,0.12284751236438751,0.12285062670707703,0.12285265326499939,0.12280227243900299,0.12288154661655426,0.12292719632387161
