Model,Mean Accuracy,Mean F1,Mean Enc Accuracy,Mean Enc F1,Accuracy Difference,Q-Value Accuracy
binaryANN,0.9964310193850172,0.9299794947519422,0.9959056179901019,0.9213789315335887,0.0005254013949155146,0.001
binaryET,0.9997977288559511,0.9959538837790591,0.9995235577340036,0.9904774032421171,0.00027417112194743075,0.0005
multiANN,0.9900564363007327,0.9892745935692883,0.9879219804258638,0.9873548361827545,0.0021344558748689346,0.003
multiET,0.9899706358167906,0.989108971830316,0.9883698522991613,0.9875299699810597,0.0016007835176292562,0.0025
