Category,Proportion,F1,DR,Enc F1,Enc DR
normal,0.519004814328519,0.9803581187514063,0.9912428645563052,0.9678203569829186,0.9875454073689673
neptune,0.30747735918930746,0.9990147783251232,0.9992335486696595,0.9978108581436077,0.9981386181977444
warezclient,0.005790660876005791,0.8421052631578947,0.7906976744186046,0.5826771653543307,0.43023255813953487
ipsweep,0.025586641080025587,0.9655629139072849,0.9592105263157895,0.9302967563837129,0.8868421052631579
portsweep,0.020065313268020066,0.9665809768637532,0.9463087248322147,0.9573221757322175,0.959731543624161
teardrop,0.005790660876005791,0.9684813753581661,0.9825581395348837,0.9712643678160919,0.9825581395348837
nmap,0.010672322661010673,0.8984126984126984,0.8927444794952681,0.8111658456486044,0.7791798107255521
satan,0.028515638151028515,0.9401510749564207,0.9551357733175915,0.8920863309352518,0.8783943329397875
smurf,0.02269131064202269,0.9940387481371087,0.9896142433234422,0.9902767389678385,0.9821958456973294
pod,0.0015486651180015487,0.8809523809523809,0.8043478260869565,0.8941176470588235,0.8260869565217391
back,0.008921657745008922,0.8798370672097761,0.8150943396226416,0.5011820330969268,0.4
guess_passwd,0.009157324176009157,0.925589836660617,0.9375,0.9011406844106465,0.8713235294117647
ftp_write,0.00013466653200013467,0.0,0.0,0.0,0.0
multihop,0.00016833316500016834,0.0,0.0,0.0,0.0
rootkit,0.000100999899000101,0.0,0.0,0.0,0.0
buffer_overflow,0.00037033296300037033,0.0,0.0,0.0,0.0
imap,3.366663300003367e-05,0.0,0.0,1.0,1.0
warezmaster,0.007002659664007003,0.7969151670951158,0.7451923076923077,0.5962732919254659,0.46153846153846156
phf,6.733326600006734e-05,0.0,0.0,0.0,0.0
land,0.00013466653200013467,0.888888888888889,1.0,0.75,0.75
loadmodule,0.000100999899000101,0.0,0.0,0.0,0.0
spy,0.0,0.0,0.0,0.0,0.0
perl,0.0,0.0,0.0,0.0,0.0
saint,0.0019526647140019526,0.0,0.0,0.03389830508474576,0.017241379310344827
mscan,0.007305659361007306,0.8992628992628993,0.8433179723502304,0.8833746898263027,0.8202764976958525
apache2,0.00542032791300542,0.9813664596273292,0.9813664596273292,0.9419354838709677,0.906832298136646
snmpgetattack,0.001211998788001212,0.0,0.0,0.0,0.0
processtable,0.004746995253004747,0.9824561403508771,0.9929078014184397,0.9347826086956522,0.9148936170212766
httptunnel,0.0009763323570009763,0.45000000000000007,0.3103448275862069,0.0,0.0
ps,6.733326600006734e-05,0.0,0.0,0.0,0.0
snmpguess,0.0022556644110022558,0.0,0.0,0.0,0.0
mailbomb,0.002322997677002323,0.5714285714285714,0.4057971014492754,0.372093023255814,0.2318840579710145
named,0.00013466653200013467,0.0,0.0,0.0,0.0
sendmail,0.000100999899000101,0.0,0.0,0.0,0.0
xterm,3.366663300003367e-05,0.0,0.0,0.0,0.0
worm,0.0,0.0,0.0,0.0,0.0
xlock,3.366663300003367e-05,0.0,0.0,0.0,0.0
xsnoop,6.733326600006734e-05,0.0,0.0,0.0,0.0
sqlattack,3.366663300003367e-05,0.0,0.0,0.0,0.0
udpstorm,0.0,0.0,0.0,0.0,0.0
