Category,Proportion,F1,DR,Enc F1,Enc DR
normal,0.5156718176615157,0.9801466294686304,0.9896846640987138,0.9710866752910737,0.9853104393810799
neptune,0.30959835706830957,0.9989126889203,0.9990213136146151,0.997878012949562,0.9971726837755546
warezclient,0.005218328115005218,0.752542372881356,0.7161290322580646,0.7176079734219271,0.6967741935483871
ipsweep,0.024845975154024844,0.965470548408937,0.9661246612466124,0.9473684210526315,0.9634146341463414
portsweep,0.021344645322021346,0.9668769716088328,0.9668769716088328,0.9539682539682538,0.9479495268138801
teardrop,0.006632326701006632,0.9974683544303797,1.0,0.9897959183673469,0.9847715736040609
nmap,0.011345655321011346,0.9239766081871346,0.9376854599406528,0.8111658456486043,0.7329376854599406
satan,0.030165303168030164,0.9251247920133112,0.9308035714285714,0.9199110122358176,0.9229910714285714
smurf,0.022825977174022825,0.9842696629213482,0.9690265486725663,0.9910846953937592,0.9837758112094396
pod,0.0016833316500016833,0.9514563106796116,0.98,0.8958333333333334,0.86
back,0.009325657341009326,0.8659003831417625,0.8158844765342961,0.4409448818897637,0.30324909747292417
guess_passwd,0.00861865804800862,0.9490196078431371,0.9453125,0.9301397205588823,0.91015625
ftp_write,0.000100999899000101,0.0,0.0,0.0,0.0
multihop,0.00026933306400026935,0.0,0.0,0.0,0.0
rootkit,0.000100999899000101,0.0,0.0,0.0,0.0
buffer_overflow,0.00037033296300037033,0.37499999999999994,0.2727272727272727,0.0,0.0
imap,0.0,0.0,0.0,0.0,0.0
warezmaster,0.006093660573006094,0.6986301369863014,0.56353591160221,0.7433628318584071,0.6961325966850829
phf,6.733326600006734e-05,0.0,0.0,0.0,0.0
land,0.000201999798000202,0.7272727272727272,0.6666666666666666,0.8333333333333334,0.8333333333333334
loadmodule,3.366663300003367e-05,0.0,0.0,0.0,0.0
spy,0.0,0.0,0.0,0.0,0.0
perl,3.366663300003367e-05,0.0,0.0,0.0,0.0
saint,0.001918998081001919,0.0,0.0,0.0,0.0
mscan,0.006766993233006767,0.8743455497382199,0.8308457711442786,0.8210526315789474,0.7761194029850746
apache2,0.005319328014005319,0.9843260188087773,0.9936708860759493,0.9691358024691358,0.9936708860759493
snmpgetattack,0.001312998687001313,0.0,0.0,0.0,0.0
processtable,0.0045113288220045115,0.9886792452830189,0.9776119402985075,0.850909090909091,0.8731343283582089
httptunnel,0.0007406659260007407,0.0,0.0,0.16666666666666669,0.09090909090909091
ps,0.00013466653200013467,0.0,0.0,0.0,0.0
snmpguess,0.002322997677002323,0.05263157894736841,0.028985507246376812,0.0,0.0
mailbomb,0.00201999798000202,0.03278688524590164,0.016666666666666666,0.6373626373626374,0.48333333333333334
named,0.000100999899000101,0.0,0.0,0.0,0.0
sendmail,0.00013466653200013467,0.0,0.0,0.0,0.0
xterm,6.733326600006734e-05,0.0,0.0,0.0,0.0
worm,3.366663300003367e-05,0.0,0.0,0.0,0.0
xlock,6.733326600006734e-05,0.0,0.0,0.0,0.0
xsnoop,0.0,0.0,0.0,0.0,0.0
sqlattack,0.0,0.0,0.0,0.0,0.0
udpstorm,0.0,0.0,0.0,0.0,0.0
