Category,Proportion,F1,DR,Enc F1,Enc DR
Ninguno,0.9746475642133947,0.9981029249448123,0.9973534570108991,0.9978854582489409,0.9976491120302888
Exploits,0.006163254914797128,0.7050102249488752,0.6259645937358148,0.6698387523129792,0.5751248297775761
Reconnaissance,0.0021066413757794993,0.7045300878972279,0.6918990703851262,0.40319715808170514,0.301460823373174
DoS,0.0013848439322853281,0.0,0.0,0.0,0.0
Generic,0.008474125799782342,0.9556010928961749,0.9237372069990095,0.9483616400754846,0.9125123803235391
Shellcode,0.00023780148332172303,0.0,0.0,0.0,0.0
 Fuzzers,0.005757593560895365,0.5683136163303177,0.5952380952380952,0.4849699398797595,0.4703595724003887
Worms,2.2381316077338637e-05,0.0,0.0,0.0,0.0
Backdoors,0.0006098908631074778,0.0,0.0,0.0,0.0
Analysis,0.0005959025405591412,0.0,0.0,0.0,0.0
 Reconnaissance ,0.0,0.0,0.0,0.0,0.0
Backdoor,0.0,0.0,0.0,0.0,0.0
 Fuzzers ,0.0,0.0,0.0,0.0,0.0
 Shellcode ,0.0,0.0,0.0,0.0,0.0
