Category,Proportion,F1,DR,Enc F1,Enc DR
Ninguno,0.9752042994508184,0.9983349983349984,0.998522568836817,0.9979462816208002,0.9989471509963337
Exploits,0.0060709319859781055,0.7166580176440062,0.6364055299539171,0.6640986132511555,0.595852534562212
Reconnaissance,0.0019024118665737842,0.707070707070707,0.6691176470588235,0.38623751387347394,0.25588235294117645
DoS,0.0011750190940602785,0.009433962264150945,0.004761904761904762,0.009367681498829042,0.004761904761904762
Generic,0.00851888843193702,0.9571574294457666,0.9244663382594417,0.9588526549428035,0.9221674876847291
Shellcode,0.00019303885116704576,0.0,0.0,0.0,0.0
 Fuzzers,0.005617710335411998,0.5447270648756788,0.47460159362549803,0.3341681574239713,0.23256972111553784
Worms,4.196496764500994e-05,0.0,0.0,0.0,0.0
Backdoors,0.0006042955340881432,0.0,0.0,0.0,0.0
Analysis,0.0006714394823201591,0.01639344262295082,0.008333333333333333,0.0,0.0
 Reconnaissance ,0.0,0.0,0.0,0.0,0.0
Backdoor,0.0,0.0,0.0,0.0,0.0
 Fuzzers ,0.0,0.0,0.0,0.0,0.0
 Shellcode ,0.0,0.0,0.0,0.0,0.0
