Accuracy,F1,Enc Accuracy,Enc F1
0.990208958891502,0.9896794156238372,0.9871289637879935,0.9870608016427886
0.9896255421187252,0.9890051784770075,0.9881305463700241,0.98780498040236
0.9897465991653902,0.989041548115633,0.9887912433511288,0.9879700426084307
0.9899979372928346,0.988638684426241,0.9883932056891906,0.9869768717074986
0.9900605078977689,0.9888345209419174,0.9887834036525085,0.9873041984551293
0.9905126329604768,0.989452804798554,0.9880246107067794,0.9874496770096322
0.990301569865269,0.989620664669134,0.989197394092388,0.9883533226462546
0.9895318082688279,0.9890471434446524,0.9874687251738719,0.9869964553590663
0.9900889978592947,0.9887421980130986,0.9883178051527197,0.9869936576945565
0.9896318038478162,0.9890275597930845,0.9894626250150086,0.9883896922848804
